author_list_number,id,publication_status,title_abstract_page,authors_abstract_page,category_abstract_page,listing_event,listing_event_datetime,current_version,abstract_url,pdf_url,pdf_filename,pdf_sha256,pdf_size_bytes,pages,encrypted,font_count,font_names,submission_history
93,2607.0078,PUBLICADO,From the Gibbs Weight to the Spectral Gap: A Complete Machine-Checked Osterwalder-Seiler Chain for the Z_2 Lattice Gauge Chain,Lluis Eriksson,Mathematical Physics,submitted,2026-07-28 13:19:32,1,https://ai.vixra.org/abs/2607.0078,https://ai.vixra.org/pdf/2607.0078v1.pdf,2607.0078v1.pdf,8b52725dfa42a40b119b4dc4a34dd4b5b326fc11bca2cd008dfa384f3675f3c4,117363,9,no,22,AKHCZK+LMMono10-Regular-Identity-H; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+LMMono10-Italic-Identity-H; DDIEWW+MSBM10; DZGKAF+CMR8; FKPJSN+CMR12; FZDNHS+CMMI8; GJMHKB+CMEX10; GQYLQL+CMSY8; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman10-Bold-Identity-H; JAGKKY+CMMI10; KPXLOM+CMR10; LPOGEQ+CMBX10; NITCSQ+CMMI6; NOMARO+CMMI7; PVTTLK+CMR7; TQTHRL+LMRoman10-Regular-Identity-H; UBBQTN+CMR6; UTACNV+CMSY10; VDVGTR+LMRoman12-Bold-Identity-H; YEUUOC+LMRoman10-Italic-Identity-H,"[{""version"": ""v1"", ""datetime"": ""2026-07-28 13:19:32"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0078v1.pdf""}]"
92,2607.0076,PUBLICADO,The Quotient That Is Not the Identity: A Machine-Checked Degenerate Reflection Pairing and Its Gelfand-Naimark-Segal Quotient,Lluis Eriksson,Mathematical Physics,submitted,2026-07-28 17:10:48,1,https://ai.vixra.org/abs/2607.0076,https://ai.vixra.org/pdf/2607.0076v1.pdf,2607.0076v1.pdf,ee99c158af94fced1eecfc0aa0a26121aadea576e7dd0ba33d7e2538c309dd1f,92307,6,no,19,AKHCZK+LMRoman10-Italic-Identity-H; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+LMMono10-Italic-Identity-H; DDIEWW+MSBM10; DZGKAF+CMEX10; FKPJSN+CMR7; FZDNHS+CMMI8; GJMHKB+CMSY8; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman10-Bold-Identity-H; JAGKKY+CMR10; KPXLOM+CMR8; NITCSQ+CMMI6; NOMARO+CMMI7; PVTTLK+CMMI10; TQTHRL+LMRoman10-Regular-Identity-H; UTACNV+CMSY10; VDVGTR+LMRoman12-Bold-Identity-H; YEUUOC+LMMono10-Regular-Identity-H,"[{""version"": ""v1"", ""datetime"": ""2026-07-28 17:10:48"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0076v1.pdf""}]"
91,2607.0075,PUBLICADO,"Where the Elementary Reconstruction Stops: Spatial Coupling Breaks the Uniform Vacuum, Machine-Checked",Lluis Eriksson,Mathematical Physics,submitted,2026-07-28 19:17:42,1,https://ai.vixra.org/abs/2607.0075,https://ai.vixra.org/pdf/2607.0075v1.pdf,2607.0075v1.pdf,c519a6a1592ee25b36df6e1710c7d629d2305ee3885f0c7993b60a2b6639bef4,86493,6,no,17,AKHCZK+LMRoman10-Italic-Identity-H; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+LMRoman10-BoldItalic-Identity-H; DDIEWW+CMMI10; DZGKAF+CMEX10; FKPJSN+CMR10; FZDNHS+CMSY8; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman10-Bold-Identity-H; JAGKKY+MSBM10; KPXLOM+CMSY10; NOMARO+CMR8; PVTTLK+CMMI7; TQTHRL+LMRoman10-Regular-Identity-H; UTACNV+CMMI8; VDVGTR+LMRoman12-Bold-Identity-H; YEUUOC+LMMono10-Regular-Identity-H,"[{""version"": ""v1"", ""datetime"": ""2026-07-28 19:17:42"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0075v1.pdf""}]"
90,2607.0073,PUBLICADO,"A Machine-Checked Reflection-Positivity Framework for Z_N Lattice Gauge Theory, with the Z_2 Wilson Instance",Lluis Eriksson,Mathematical Physics,submitted,2026-07-27 21:33:38,1,https://ai.vixra.org/abs/2607.0073,https://ai.vixra.org/pdf/2607.0073v1.pdf,2607.0073v1.pdf,95c85d5b89f10b07e83fc699af0e03d45b35aec75851dda0d263b3c788e8f47c,91268,6,no,20,AKHCZK+LMRoman10-Italic-Identity-H; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+MSBM10; DDIEWW+CMMI12; DZGKAF+CMSY7; FKPJSN+CMR12; FZDNHS+CMR7; GJMHKB+CMMI8; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman10-Bold-Identity-H; JAGKKY+CMR10; KPXLOM+CMMI7; NITCSQ+CMR8; NOMARO+CMEX10; PVTTLK+CMMI10; TQTHRL+LMRoman10-Regular-Identity-H; UBBQTN+CMSY8; UTACNV+CMSY10; VDVGTR+LMRoman12-Bold-Identity-H; YEUUOC+LMMono10-Regular-Identity-H,"[{""version"": ""v1"", ""datetime"": ""2026-07-27 21:33:38"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0073v1.pdf""}]"
89,2607.0070,PUBLICADO,Clustering and the Transfer-Operator Gap: A Machine-Checked Dense-Family Criterion,Lluis Eriksson,Mathematical Physics,submitted,2026-07-27 16:38:14,1,https://ai.vixra.org/abs/2607.0070,https://ai.vixra.org/pdf/2607.0070v1.pdf,2607.0070v1.pdf,56dcba9f6c88452570c427d337fa4e00a0ff9bfeb9087faa28826094d1f72ad5,112653,8,no,19,AKHCZK+LMMono10-Regular-Identity-H; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+LMMono10-Italic-Identity-H; DDIEWW+CMR10; DZGKAF+CMR8; FKPJSN+CMMI10; FZDNHS+CMMI8; GJMHKB+CMMI6; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman10-Bold-Identity-H; JAGKKY+CMSY10; KPXLOM+CMSY8; NITCSQ+CMEX10; NOMARO+CMR7; PVTTLK+CMMI7; TQTHRL+LMRoman10-Regular-Identity-H; UTACNV+MSBM10; VDVGTR+LMRoman12-Bold-Identity-H; YEUUOC+LMRoman10-Italic-Identity-H,"[{""version"": ""v1"", ""datetime"": ""2026-07-27 16:38:14"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0070v1.pdf""}]"
88,2607.0044,PUBLICADO,Machine-Checked CMP116 Fluctuation Reduction: Physical Constraint Coordinates and the Interacting-Hessian Frontier,Lluis Eriksson,Mathematical Physics,replaced,2026-07-16 04:47:03,2,https://ai.vixra.org/abs/2607.0044,https://ai.vixra.org/pdf/2607.0044v2.pdf,2607.0044v2.pdf,90de465e44a0b3a03130023bef1eedef08cbb1c5049afac08ace11b74dfeba58,362509,7,no,26,AJKNAU+CMR10; BIQPAB+CMTI9; CUUNJW+CMMI5; F71; F87; GBCRXR+CMR6; HJNLAE+CMMI8; IDLVUQ+CMR12; IGNDKL+CMSY8; JKSUUE+CMSY6; JUEEAG+CMSY10; KCWIZR+CMR9; NBLBZR+CMMI6; NCNZOQ+CMTT9; OADURR+CMBX10; PXBGHL+CMSY7; QCTTSW+CMR17; QCVHIM+CMR5; QFBEDB+CMR7; QIFUKW+CMEX10; RZROEK+CMTT10; TSAMVC+CMTI10; UWPSJX+CMR8; VGNTXL+CMMI7; YAREFJ+CMMI10; YNCMOF+CMBX12,"[{""version"": ""v1"", ""datetime"": ""2026-07-15 20:22:56"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0044v1.pdf""}, {""version"": ""v2"", ""datetime"": ""2026-07-16 04:47:03"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0044v2.pdf""}]"
87,2607.0043,PUBLICADO,"A Mechanized, Non-Circular Renormalization-Group Interface for Wilson Lattice Gauge Correlators",Lluis Eriksson,Mathematical Physics,submitted,2026-07-14 05:39:24,1,https://ai.vixra.org/abs/2607.0043,https://ai.vixra.org/pdf/2607.0043v1.pdf,2607.0043v1.pdf,2878f2ab6e10693e189e14c71dec3826a4ccc23fead6cc1d40cb3ef4e28621a3,201072,16,no,34,AIBCOH+CMMI8; AKHCZK+LMRoman10-Italic-Identity-H; ALHFJP+CMR6; BKINPV+CMEX8; BSJFPS+CMBX10; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+LMRoman12-Bold-Identity-H; DDIEWW+LMRoman6-Regular-Identity-H; DZGKAF+CMMI10; FBXEDP+MSBM10; FKPJSN+LMRoman9-Regular-Identity-H; FZDNHS+CMR10; GJMHKB+CMMI7; GQYLQL+CMMI5; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman8-Regular-Identity-H; JAGKKY+LMMono9-Regular-Identity-H; KNCMHP+CMMI6; KPXLOM+LMRoman10-BoldItalic-Identity-H; LPOGEQ+CMSY7; NITCSQ+CMSY10; NOMARO+LMMono10-Italic-Identity-H; PRSYUU+CMMI12; PVTTLK+LMRoman9-Italic-Identity-H; TQTHRL+LMRoman10-Bold-Identity-H; UBBQTN+CMR7; UTACNV+LMMono8-Regular-Identity-H; VDVGTR+LMMono10-Regular-Identity-H; VIWDXD+CMSY9; WXMALW+CMR8; XKCNTN+CMEX10; YEUUOC+LMRoman10-Regular-Identity-H; YLAXVV+CMSY6; ZXNXFB+CMSY8,"[{""version"": ""v1"", ""datetime"": ""2026-07-14 05:39:24"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0043v1.pdf""}]"
86,2607.0042,PUBLICADO,The Volume-Uniform Poincaré Walls: Machine-Checked Obstructions for Flat and Fluctuation-Sector Block-Poincaré Routes to Combes—Thomas Coercivity in Lattice Yang—Mills,Lluis Eriksson,Mathematical Physics,submitted,2026-07-14 13:24:23,1,https://ai.vixra.org/abs/2607.0042,https://ai.vixra.org/pdf/2607.0042v1.pdf,2607.0042v1.pdf,1f5334e93e8c7a72207c47c237537f4e6bd4c108f3f631b5d9df7c65b06fa1c0,156889,11,no,33,AIBCOH+CMR6; AKHCZK+LMMono10-Regular-Identity-H; ALHFJP+CMMI6; BKINPV+CMBX10; BSJFPS+CMSY9; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+LMMono10-Italic-Identity-H; DDIEWW+LMRoman9-Regular-Identity-H; DZGKAF+MSBM7; FBXEDP+CMR12; FKPJSN+LMRoman9-Italic-Identity-H; FZDNHS+EUFM10; GJMHKB+CMSY10; GQYLQL+CMR8; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman10-Bold-Identity-H; JAGKKY+CMR10; KNCMHP+CMMI9; KPXLOM+CMMI7; LPOGEQ+CMSY8; NITCSQ+CMSY7; NOMARO+CMMI10; PRSYUU+CMSY6; PVTTLK+LMMono9-Regular-Identity-H; TQTHRL+LMRoman10-Regular-Identity-H; UBBQTN+CMEX10; UTACNV+CMR7; VDVGTR+LMRoman12-Bold-Identity-H; WXMALW+CMMI8; XKCNTN+MSBM10; YEUUOC+LMRoman10-Italic-Identity-H; YLAXVV+CMR9; ZXNXFB+CMMI12,"[{""version"": ""v1"", ""datetime"": ""2026-07-14 13:24:23"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0042v1.pdf""}]"
85,2607.0039,PUBLICADO,"Exact Two-Dimensional SU(2) Yang-Mills in Lean: Weyl Integration, Heat-Kernel Convolution, Migdal Invariance, and the Exact Simple-Loop Area Law",Lluis Eriksson,Mathematical Physics,submitted,2026-07-14 18:49:45,1,https://ai.vixra.org/abs/2607.0039,https://ai.vixra.org/pdf/2607.0039v1.pdf,2607.0039v1.pdf,acb7b9b41d3a23fea3bfcb0df59571742592c0925bdd2bbabcbc7a4d425528b1,114738,10,no,24,AKHCZK+LMRoman10-Regular; BZIVMZ+LMMathItalic12-Regular; CAFSZL+LMRoman10-Regular; DDIEWW+LMMathSymbols10-Regular; DZGKAF+LMMathSymbols8-Regular; FKPJSN+LMRoman7-Regular; FZDNHS+LMMathItalic8-Regular; GJMHKB+LMRoman8-Regular; GQYLQL+LMMono9-Regular; IHAIZV+LMRoman12-Bold; IXFAWU+LMRoman17-Regular; JAGKKY+LMMathSymbols7-Regular; KPXLOM+LMMathExtension10-Regular; LPOGEQ+LMMonoLt10-Bold; NITCSQ+LMMathItalic6-Regular; NOMARO+MSBM10; PVTTLK+LMMathItalic7-Regular; TQTHRL+LMRoman12-Regular; UBBQTN+LMRoman10-Italic; UTACNV+LMMono10-Regular; VDVGTR+LMMathItalic10-Regular; WXMALW+LMRoman6-Regular; XKCNTN+LMMathSymbols6-Regular; YEUUOC+LMRoman10-Bold,"[{""version"": ""v1"", ""datetime"": ""2026-07-14 18:49:45"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0039v1.pdf""}]"
84,2607.0038,PUBLICADO,Many-Body Filling Turns Soft Spectral Leakage into a Maintenance Floor: Exact Filled-SSH Sum Rules and an Interaction-Stable Obstruction,Lluis Eriksson,Quantum Physics,submitted,2026-07-12 23:40:59,1,https://ai.vixra.org/abs/2607.0038,https://ai.vixra.org/pdf/2607.0038v1.pdf,2607.0038v1.pdf,e7cd053ae4bdaa129d62e4acd6102c487507d587234bf2f1c11c610abf084140,324005,13,no,13,AKHCZK+NewTXMI7; BZIVMZ+TeXGyreTermesX-Regular-Identity-H; CAFSZL+TeXGyreTermesX-Regular; DDIEWW+txsys; FKPJSN+txexs; IHAIZV+TeXGyreTermesX-Bold-Identity-H; IXFAWU+TeXGyreTermesX-Italic-Identity-H; JAGKKY+TeXGyreTermesX-Bold; NOMARO+NewTXMI5; PVTTLK+txsya; TQTHRL+LMMono10-Regular-Identity-H; VDVGTR+txmiaX; YEUUOC+NewTXMI,"[{""version"": ""v1"", ""datetime"": ""2026-07-12 23:40:59"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0038v1.pdf""}]"
83,2607.0037,PUBLICADO,The Diagonal Amos-Type Family at Real Order: a Machine-Checked Quantitative Crossing Classification,Lluis Eriksson,Mathematical Physics,submitted,2026-07-13 05:29:47,1,https://ai.vixra.org/abs/2607.0037,https://ai.vixra.org/pdf/2607.0037v1.pdf,2607.0037v1.pdf,95eed84d8c6f85b03bb92ba8f3fe29e3e7664aafb06c4d0c9998e7f5840ec2f0,144103,10,no,27,AIBCOH+CMMI6; AKHCZK+LMRoman10-Italic-Identity-H; ALHFJP+CMR6; BZIVMZ+LMRoman12-Regular-Identity-H; CAFSZL+LMRoman12-Bold-Identity-H; DDIEWW+LMRoman6-Regular-Identity-H; DZGKAF+CMR7; FBXEDP+CMR9; FKPJSN+LMRoman9-Regular-Identity-H; FZDNHS+CMEX10; GJMHKB+CMSY10; GQYLQL+CMR8; IHAIZV+LMRoman17-Regular-Identity-H; IXFAWU+LMRoman8-Regular-Identity-H; JAGKKY+LMMono10-Italic-Identity-H; KPXLOM+CMMI7; LPOGEQ+CMMI8; NITCSQ+MSBM10; NOMARO+CMR10; PVTTLK+LMMono9-Regular-Identity-H; TQTHRL+LMRoman10-Bold-Identity-H; UBBQTN+CMSY7; UTACNV+CMMI10; VDVGTR+LMMono10-Regular-Identity-H; WXMALW+CMSY8; XKCNTN+CMMI9; YEUUOC+LMRoman10-Regular-Identity-H,"[{""version"": ""v1"", ""datetime"": ""2026-07-13 05:29:47"", ""pdf_url"": ""https://ai.vixra.org/pdf/2607.0037v1.pdf""}]"
